player_node,team_node,player_name,team_name,group,leagues,minutes_domestic,games_domestic,wins_domestic,first_date,last_date,active_years,minutes_international,games_international,wins_international,minutes_total,games_total,wins_total,domestic_win_rate
player::wraith,team::jinairgreenwings,Wraith,Jin Air Green Wings,major,LCK,1785.6166666666668,44,19.0,2018-01-18 00:00:00+00:00,2018-03-24 00:00:00+00:00,2018,0.0,0.0,0.0,1785.6166666666668,44.0,19.0,0.4318181818181818
player::xd,team::jinairgreenwings,XD,Jin Air Green Wings,major,LCK,138.78333333333333,3,2.0,2015-03-25 00:00:00+00:00,2015-04-08 00:00:00+00:00,2015,0.0,0.0,0.0,138.78333333333333,3.0,2.0,0.6666666666666666
player::ikssu,team::jinairgreenwings,ikssu,Jin Air Green Wings,major,LCK,2114.133333333333,53,18.0,2017-01-18 00:00:00+00:00,2017-07-15 00:00:00+00:00,2017,0.0,0.0,0.0,2114.133333333333,53.0,18.0,0.33962264150943394
player::bdd,team::kt,Bdd,KT,major,LCK,2986.8166666666666,86,29.0,2019-01-17 00:00:00+00:00,2019-08-17 00:00:00+00:00,2019,0.0,0.0,0.0,2986.8166666666666,86.0,29.0,0.3372093023255814
player::deft,team::kt,Deft,KT,major,LCK,7538.733333333334,207,132.0,2017-01-17 00:00:00+00:00,2018-09-08 00:00:00+00:00,2017|2018,357.76666666666665,11.0,7.0,7896.5,218.0,139.0,0.6376811594202898
player::edge,team::kt,Edge,KT,major,LCK,300.91666666666663,8,4.0,2015-06-19 00:00:00+00:00,2015-07-10 00:00:00+00:00,2015,0.0,0.0,0.0,300.91666666666663,8.0,4.0,0.5
player::gango,team::kt,Gango,KT,major,LCK,567.0166666666667,16,4.0,2019-01-18 00:00:00+00:00,2019-03-31 00:00:00+00:00,2019,0.0,0.0,0.0,567.0166666666667,16.0,4.0,0.25
player::kingen,team::kt,Kingen,KT,major,LCK,1361.6666666666667,38,17.0,2018-07-19 00:00:00+00:00,2019-08-17 00:00:00+00:00,2018|2019,0.0,0.0,0.0,1361.6666666666667,38.0,17.0,0.4473684210526316
player::mata,team::kt,Mata,KT,major,LCK,7538.733333333334,207,132.0,2017-01-17 00:00:00+00:00,2018-09-08 00:00:00+00:00,2017|2018,357.76666666666665,11.0,7.0,7896.5,218.0,139.0,0.6376811594202898
player::pawn,team::kt,PawN,KT,major,LCK,5161.3,140,87.0,2017-01-17 00:00:00+00:00,2018-08-02 00:00:00+00:00,2017|2018,0.0,0.0,0.0,5161.3,140.0,87.0,0.6214285714285714
player::pray,team::kt,PraY,KT,major,LCK,1518.15,44,16.0,2019-06-05 00:00:00+00:00,2019-08-17 00:00:00+00:00,2019,0.0,0.0,0.0,1518.15,44.0,16.0,0.36363636363636365
player::rush,team::kt,Rush,KT,major,LCK,403.4333333333333,12,7.0,2018-03-25 00:00:00+00:00,2018-06-21 00:00:00+00:00,2018,0.0,0.0,0.0,403.4333333333333,12.0,7.0,0.5833333333333334
player::score,team::kt,Score,KT,major,LCK,16701.15,450,260.0,2015-01-10 00:00:00+00:00,2019-08-17 00:00:00+00:00,2015|2016|2017|2018|2019,743.1999999999999,21.0,13.0,17444.350000000002,471.0,273.0,0.5777777777777777
player::smeb,team::kt,Smeb,KT,major,LCK,9163.883333333331,255,144.0,2017-01-17 00:00:00+00:00,2019-07-27 00:00:00+00:00,2017|2018|2019,357.76666666666665,11.0,7.0,9521.65,266.0,151.0,0.5647058823529412
player::snowflower,team::kt,SnowFlower,KT,major,LCK,2986.8166666666666,86,29.0,2019-01-17 00:00:00+00:00,2019-08-17 00:00:00+00:00,2019,0.0,0.0,0.0,2986.8166666666666,86.0,29.0,0.3372093023255814
player::ucal,team::kt,Ucal,KT,major,LCK,2377.4333333333334,67,45.0,2018-03-01 00:00:00+00:00,2018-09-08 00:00:00+00:00,2018,357.76666666666665,11.0,7.0,2735.2,78.0,52.0,0.6716417910447762
player::umti,team::kt,UmTi,KT,major,LCK,813.9833333333333,23,7.0,2019-01-31 00:00:00+00:00,2019-07-12 00:00:00+00:00,2019,0.0,0.0,0.0,813.9833333333333,23.0,7.0,0.30434782608695654
player::zenit,team::kt,Zenit,KT,major,LCK,901.65,26,9.0,2019-01-17 00:00:00+00:00,2019-03-21 00:00:00+00:00,2019,0.0,0.0,0.0,901.65,26.0,9.0,0.34615384615384615
player::bdd,team::kingzonedragonx,Bdd,Kingzone DragonX,major,LCK,3313.95,94,65.0,2018-01-16 00:00:00+00:00,2018-09-16 00:00:00+00:00,2018,602.65,18.0,10.0,3916.6,112.0,75.0,0.6914893617021277
player::cuzz,team::kingzonedragonx,Cuzz,Kingzone DragonX,major,LCK,4118.599999999999,123,72.0,2018-01-23 00:00:00+00:00,2019-09-07 00:00:00+00:00,2018|2019,87.63333333333333,3.0,2.0,4206.233333333333,126.0,74.0,0.5853658536585366
player::deft,team::kingzonedragonx,Deft,Kingzone DragonX,major,LCK,3486.383333333333,104,61.0,2019-01-17 00:00:00+00:00,2019-09-07 00:00:00+00:00,2019,0.0,0.0,0.0,3486.383333333333,104.0,61.0,0.5865384615384616
player::gorilla,team::kingzonedragonx,GorillA,Kingzone DragonX,major,LCK,3313.95,94,65.0,2018-01-16 00:00:00+00:00,2018-09-16 00:00:00+00:00,2018,602.65,18.0,10.0,3916.6,112.0,75.0,0.6914893617021277
player::khan,team::kingzonedragonx,Khan,Kingzone DragonX,major,LCK,2904.083333333333,83,58.0,2018-01-22 00:00:00+00:00,2018-09-16 00:00:00+00:00,2018,602.65,18.0,10.0,3506.733333333333,101.0,68.0,0.6987951807228916
player::naehyun,team::kingzonedragonx,Naehyun,Kingzone DragonX,major,LCK,2067.133333333333,62,32.0,2019-01-20 00:00:00+00:00,2019-09-07 00:00:00+00:00,2019,0.0,0.0,0.0,2067.133333333333,62.0,32.0,0.5161290322580645
player::pawn,team::kingzonedragonx,PawN,Kingzone DragonX,major,LCK,1419.25,42,29.0,2019-01-17 00:00:00+00:00,2019-04-07 00:00:00+00:00,2019,0.0,0.0,0.0,1419.25,42.0,29.0,0.6904761904761905
player::peanut,team::kingzonedragonx,Peanut,Kingzone DragonX,major,LCK,2681.733333333333,75,54.0,2018-01-16 00:00:00+00:00,2018-09-16 00:00:00+00:00,2018,515.0166666666667,15.0,8.0,3196.7499999999995,90.0,62.0,0.72
player::pray,team::kingzonedragonx,PraY,Kingzone DragonX,major,LCK,3313.95,94,65.0,2018-01-16 00:00:00+00:00,2018-09-16 00:00:00+00:00,2018,602.65,18.0,10.0,3916.6,112.0,75.0,0.6914893617021277
player::rascal,team::kingzonedragonx,Rascal,Kingzone DragonX,major,LCK,3896.2499999999986,115,68.0,2018-01-16 00:00:00+00:00,2019-09-07 00:00:00+00:00,2018|2019,0.0,0.0,0.0,3896.2499999999986,115.0,68.0,0.591304347826087
player::tusin,team::kingzonedragonx,TusiN,Kingzone DragonX,major,LCK,3486.383333333333,104,61.0,2019-01-17 00:00:00+00:00,2019-09-07 00:00:00+00:00,2019,0.0,0.0,0.0,3486.383333333333,104.0,61.0,0.5865384615384616
player::crush,team::kongdoomonster,Crush,Kongdoo Monster,major,LCK,1622.2166666666667,43,8.0,2016-01-14 00:00:00+00:00,2016-04-09 00:00:00+00:00,2016,0.0,0.0,0.0,1622.2166666666667,43.0,8.0,0.18604651162790697
player::edge,team::kongdoomonster,Edge,Kongdoo Monster,major,LCK,4830.066666666667,129,29.0,2016-01-14 00:00:00+00:00,2018-03-25 00:00:00+00:00,2016|2017|2018,0.0,0.0,0.0,4830.066666666667,129.0,29.0,0.2248062015503876
player::guger,team::kongdoomonster,GuGer,Kongdoo Monster,major,LCK,3188.166666666667,84,19.0,2016-01-14 00:00:00+00:00,2017-03-30 00:00:00+00:00,2016|2017,0.0,0.0,0.0,3188.166666666667,84.0,19.0,0.2261904761904762
player::hipo,team::kongdoomonster,Hipo,Kongdoo Monster,major,LCK,1392.8666666666666,36,7.0,2016-01-14 00:00:00+00:00,2016-04-09 00:00:00+00:00,2016,0.0,0.0,0.0,1392.8666666666666,36.0,7.0,0.19444444444444445
player::punch,team::kongdoomonster,Punch,Kongdoo Monster,major,LCK,1698.2166666666667,45,12.0,2017-01-19 00:00:00+00:00,2017-03-30 00:00:00+00:00,2017,0.0,0.0,0.0,1698.2166666666667,45.0,12.0,0.26666666666666666
player::raise,team::kongdoomonster,Raise,Kongdoo Monster,major,LCK,1223.8833333333332,33,9.0,2018-01-16 00:00:00+00:00,2018-03-25 00:00:00+00:00,2018,0.0,0.0,0.0,1223.8833333333332,33.0,9.0,0.2727272727272727
player::roach,team::kongdoomonster,Roach,Kongdoo Monster,major,LCK,3437.2,93,22.0,2016-02-05 00:00:00+00:00,2018-03-25 00:00:00+00:00,2016|2017|2018,0.0,0.0,0.0,3437.2,93.0,22.0,0.23655913978494625
player::ssol,team::kongdoomonster,SSol,Kongdoo Monster,major,LCK,4830.066666666667,129,29.0,2016-01-14 00:00:00+00:00,2018-03-25 00:00:00+00:00,2016|2017|2018,0.0,0.0,0.0,4830.066666666667,129.0,29.0,0.2248062015503876
player::secret-park-ki-sun,team::kongdoomonster,Secret (Park Ki-sun),Kongdoo Monster,major,LCK,1641.8999999999996,45,10.0,2017-03-05 00:00:00+00:00,2018-03-25 00:00:00+00:00,2017|2018,0.0,0.0,0.0,1641.8999999999996,45.0,10.0,0.2222222222222222
player::u-jun,team::kongdoomonster,U Jun,Kongdoo Monster,major,LCK,285.75,8,0.0,2018-01-24 00:00:00+00:00,2018-03-18 00:00:00+00:00,2018,0.0,0.0,0.0,285.75,8.0,0.0,0.0
player::1ntruder,team::lgdgaming,1ntruder,LGD Gaming,major,LPL,1067.8333333333333,30,15.0,2016-07-10 00:00:00+00:00,2018-04-07 00:00:00+00:00,2016|2018,0.0,0.0,0.0,1067.8333333333333,30.0,15.0,0.5
player::acorn,team::lgdgaming,Acorn,LGD Gaming,major,LPL,2953.45,80,50.0,2015-01-16 00:00:00+00:00,2016-01-31 00:00:00+00:00,2015|2016,109.43333333333332,3.0,0.0,3062.883333333333,83.0,50.0,0.625
player::aris,team::lgdgaming,Aris,LGD Gaming,major,LPL,124.5,4,1.0,2019-01-26 00:00:00+00:00,2019-01-29 00:00:00+00:00,2019,0.0,0.0,0.0,124.5,4.0,1.0,0.25
player::banana-guo-yu-tong,team::lgdgaming,Banana (Guo Yu-Tong),LGD Gaming,major,LPL,390.25,10,2.0,2017-07-27 00:00:00+00:00,2017-08-12 00:00:00+00:00,2017,0.0,0.0,0.0,390.25,10.0,2.0,0.2
player::condi,team::lgdgaming,Condi,LGD Gaming,major,LPL,1571.7333333333331,48,21.0,2019-01-15 00:00:00+00:00,2019-06-14 00:00:00+00:00,2019,0.0,0.0,0.0,1571.7333333333331,48.0,21.0,0.4375
player::cool,team::lgdgaming,Cool,LGD Gaming,major,LPL,1398.1833333333334,39,16.0,2017-06-08 00:00:00+00:00,2017-08-20 00:00:00+00:00,2017,0.0,0.0,0.0,1398.1833333333334,39.0,16.0,0.41025641025641024
player::eimy,team::lgdgaming,Eimy,LGD Gaming,major,LPL,6858.316666666667,199,85.0,2016-01-15 00:00:00+00:00,2019-06-30 00:00:00+00:00,2016|2017|2018|2019,0.0,0.0,0.0,6858.316666666667,199.0,85.0,0.4271356783919598
player::fan-liu-yi-fan,team::lgdgaming,Fan (Liu Yi-Fan),LGD Gaming,major,LPL,131.36666666666667,4,1.0,2015-05-22 00:00:00+00:00,2015-05-24 00:00:00+00:00,2015,0.0,0.0,0.0,131.36666666666667,4.0,1.0,0.25
player::fdy,team::lgdgaming,Fdy,LGD Gaming,major,LPL,1089.1166666666668,32,9.0,2018-02-04 00:00:00+00:00,2018-06-18 00:00:00+00:00,2018,0.0,0.0,0.0,1089.1166666666668,32.0,9.0,0.28125
player::flame,team::lgdgaming,Flame,LGD Gaming,major,LPL,1256.2166666666667,36,19.0,2015-01-16 00:00:00+00:00,2015-08-13 00:00:00+00:00,2015,116.5,3.0,2.0,1372.7166666666667,39.0,21.0,0.5277777777777778
player::funny,team::lgdgaming,Funny,LGD Gaming,major,LPL,753.7666666666667,22,7.0,2017-01-21 00:00:00+00:00,2017-03-30 00:00:00+00:00,2017,0.0,0.0,0.0,753.7666666666667,22.0,7.0,0.3181818181818182
player::garvey,team::lgdgaming,Garvey,LGD Gaming,major,LPL,414.8666666666667,13,3.0,2019-07-30 00:00:00+00:00,2019-08-18 00:00:00+00:00,2019,0.0,0.0,0.0,414.8666666666667,13.0,3.0,0.23076923076923078
player::godv-wei-zhen,team::lgdgaming,GodV (Wei Zhen),LGD Gaming,major,LPL,3380.383333333333,96,50.0,2015-05-22 00:00:00+00:00,2017-04-15 00:00:00+00:00,2015|2017,225.9333333333333,6.0,2.0,3606.3166666666666,102.0,52.0,0.5208333333333334
player::intruder,team::lgdgaming,Intruder,LGD Gaming,major,LPL,337.75,10,3.0,2017-02-11 00:00:00+00:00,2017-03-25 00:00:00+00:00,2017,0.0,0.0,0.0,337.75,10.0,3.0,0.3
player::jinoo,team::lgdgaming,Jinoo,LGD Gaming,major,LPL,4733.7,141,59.0,2016-06-10 00:00:00+00:00,2018-08-26 00:00:00+00:00,2016|2017|2018,0.0,0.0,0.0,4733.7,141.0,59.0,0.41843971631205673
player::kramer,team::lgdgaming,Kramer,LGD Gaming,major,LPL,2451.5166666666664,75,27.0,2019-01-15 00:00:00+00:00,2019-08-18 00:00:00+00:00,2019,0.0,0.0,0.0,2451.5166666666664,75.0,27.0,0.36
player::kui,team::lgdgaming,Kui,LGD Gaming,major,LPL,140.2,4,1.0,2019-06-18 00:00:00+00:00,2019-07-19 00:00:00+00:00,2019,0.0,0.0,0.0,140.2,4.0,1.0,0.25
player::lies-guo-hao-tian,team::lgdgaming,Lies (Guo Hao-Tian),LGD Gaming,major,LPL,1912.15,58,23.0,2019-01-15 00:00:00+00:00,2019-07-30 00:00:00+00:00,2019,0.0,0.0,0.0,1912.15,58.0,23.0,0.39655172413793105
player::marin,team::lgdgaming,MaRin,LGD Gaming,major,LPL,2693.1,75,36.0,2016-01-15 00:00:00+00:00,2016-08-06 00:00:00+00:00,2016,0.0,0.0,0.0,2693.1,75.0,36.0,0.48
player::nanzhu,team::lgdgaming,Nanzhu,LGD Gaming,major,LPL,203.06666666666663,6,3.0,2018-01-23 00:00:00+00:00,2018-01-30 00:00:00+00:00,2018,0.0,0.0,0.0,203.06666666666663,6.0,3.0,0.5
player::newt,team::lgdgaming,Newt,LGD Gaming,major,LPL,51.78333333333333,2,0.0,2018-06-13 00:00:00+00:00,2018-06-13 00:00:00+00:00,2018,0.0,0.0,0.0,51.78333333333333,2.0,0.0,0.0
player::punished,team::lgdgaming,Punished,LGD Gaming,major,LPL,1047.95,28,11.0,2016-05-29 00:00:00+00:00,2016-07-23 00:00:00+00:00,2016,0.0,0.0,0.0,1047.95,28.0,11.0,0.39285714285714285
player::pyl-chen-bo,team::lgdgaming,Pyl (Chen Bo),LGD Gaming,major,LPL,13578.516666666666,389,187.0,2015-01-16 00:00:00+00:00,2019-08-18 00:00:00+00:00,2015|2016|2017|2018|2019,225.9333333333333,6.0,2.0,13804.449999999999,395.0,189.0,0.480719794344473
player::rd,team::lgdgaming,RD,LGD Gaming,major,LPL,1162.55,36,11.0,2019-01-26 00:00:00+00:00,2019-07-30 00:00:00+00:00,2019,0.0,0.0,0.0,1162.55,36.0,11.0,0.3055555555555556
player::regank,team::lgdgaming,ReGank,LGD Gaming,major,LPL,41.61666666666667,1,0.0,2018-07-16 00:00:00+00:00,2018-07-16 00:00:00+00:00,2018,0.0,0.0,0.0,41.61666666666667,1.0,0.0,0.0
player::tbq,team::lgdgaming,TBQ,LGD Gaming,major,LPL,3948.133333333333,109,62.0,2015-01-16 00:00:00+00:00,2015-08-23 00:00:00+00:00,2015,225.9333333333333,6.0,2.0,4174.066666666667,115.0,64.0,0.5688073394495413
player::we1less,team::lgdgaming,We1less,LGD Gaming,major,LPL,3749.4833333333336,104,58.0,2015-01-16 00:00:00+00:00,2016-08-06 00:00:00+00:00,2015|2016,0.0,0.0,0.0,3749.4833333333336,104.0,58.0,0.5576923076923077
player::yu-li-xin-nan,team::lgdgaming,Yu (Li Xin-Nan),LGD Gaming,major,LPL,442.3,12,2.0,2016-02-28 00:00:00+00:00,2016-06-05 00:00:00+00:00,2016,0.0,0.0,0.0,442.3,12.0,2.0,0.16666666666666666
player::yuuki-hu-hao-ming,team::lgdgaming,Yuuki (Hu Hao-Ming),LGD Gaming,major,LPL,4833.016666666666,148,55.0,2018-01-17 00:00:00+00:00,2019-08-18 00:00:00+00:00,2018|2019,0.0,0.0,0.0,4833.016666666666,148.0,55.0,0.3716216216216216
player::bademan,team::lgdgaming,badeMan,LGD Gaming,major,LPL,539.5,17,4.0,2019-07-23 00:00:00+00:00,2019-08-18 00:00:00+00:00,2019,0.0,0.0,0.0,539.5,17.0,4.0,0.23529411764705882
player::ian,team::lgdgaming,ian,LGD Gaming,major,LPL,503.81666666666666,14,7.0,2019-03-02 00:00:00+00:00,2019-03-22 00:00:00+00:00,2019,0.0,0.0,0.0,503.81666666666666,14.0,7.0,0.5
player::imp,team::lgdgaming,imp,LGD Gaming,major,LPL,10417.383333333333,292,143.0,2015-01-16 00:00:00+00:00,2018-03-03 00:00:00+00:00,2015|2016|2017|2018,225.9333333333333,6.0,2.0,10643.316666666668,298.0,145.0,0.4897260273972603
player::xiaoxi,team::lgdgaming,xiaoxi,LGD Gaming,major,LPL,476.3,13,8.0,2015-07-03 00:00:00+00:00,2016-02-20 00:00:00+00:00,2015|2016,0.0,0.0,0.0,476.3,13.0,8.0,0.6153846153846154
player::y4,team::lgdgaming,y4,LGD Gaming,major,LPL,1215.9333333333334,38,21.0,2018-06-23 00:00:00+00:00,2018-08-26 00:00:00+00:00,2018,0.0,0.0,0.0,1215.9333333333334,38.0,21.0,0.5526315789473685
player::asura-lu-qi,team::lng,Asura (Lu Qi),LNG,major,LPL,1473.6166666666666,43,23.0,2019-06-05 00:00:00+00:00,2019-08-25 00:00:00+00:00,2019,0.0,0.0,0.0,1473.6166666666666,43.0,23.0,0.5348837209302325
player::duan,team::lng,Duan,LNG,major,LPL,1305.3833333333332,38,22.0,2019-06-05 00:00:00+00:00,2019-08-25 00:00:00+00:00,2019,0.0,0.0,0.0,1305.3833333333332,38.0,22.0,0.5789473684210527
player::fenfen,team::lng,Fenfen,LNG,major,LPL,393.8833333333333,12,8.0,2019-08-07 00:00:00+00:00,2019-08-25 00:00:00+00:00,2019,0.0,0.0,0.0,393.8833333333333,12.0,8.0,0.6666666666666666
player::flandre,team::lng,Flandre,LNG,major,LPL,1473.6166666666666,43,23.0,2019-06-05 00:00:00+00:00,2019-08-25 00:00:00+00:00,2019,0.0,0.0,0.0,1473.6166666666666,43.0,23.0,0.5348837209302325
player::maestro-hu-jian-xin,team::lng,Maestro (Hu Jian-Xin),LNG,major,LPL,168.23333333333332,5,1.0,2019-07-31 00:00:00+00:00,2019-08-05 00:00:00+00:00,2019,0.0,0.0,0.0,168.23333333333332,5.0,1.0,0.2
player::plex-bae-ho-young,team::lng,Plex (Bae Ho-young),LNG,major,LPL,1079.7333333333331,31,15.0,2019-06-05 00:00:00+00:00,2019-08-05 00:00:00+00:00,2019,0.0,0.0,0.0,1079.7333333333331,31.0,15.0,0.4838709677419355
player::sofm,team::lng,SofM,LNG,major,LPL,1473.6166666666666,43,23.0,2019-06-05 00:00:00+00:00,2019-08-25 00:00:00+00:00,2019,0.0,0.0,0.0,1473.6166666666666,43.0,23.0,0.5348837209302325
player::achie,team::logitechgsnipers,Achie,Logitech G Snipers,major,LMS,339.6833333333333,10,3.0,2015-02-25 00:00:00+00:00,2015-03-20 00:00:00+00:00,2015,0.0,0.0,0.0,339.6833333333333,10.0,3.0,0.3
player::breaker,team::logitechgsnipers,Breaker,Logitech G Snipers,major,LMS,746.2333333333333,21,5.0,2015-05-20 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,746.2333333333333,21.0,5.0,0.23809523809523808
player::breeze,team::logitechgsnipers,Breeze,Logitech G Snipers,major,LMS,397.4833333333333,11,2.0,2015-06-25 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,397.4833333333333,11.0,2.0,0.18181818181818182
player::ccb,team::logitechgsnipers,CCB,Logitech G Snipers,major,LMS,428.88333333333327,11,5.0,2015-01-08 00:00:00+00:00,2015-02-15 00:00:00+00:00,2015,0.0,0.0,0.0,428.88333333333327,11.0,5.0,0.45454545454545453
player::hohotdog,team::logitechgsnipers,HoHotDoG,Logitech G Snipers,major,LMS,768.5666666666667,21,8.0,2015-01-08 00:00:00+00:00,2015-03-20 00:00:00+00:00,2015,0.0,0.0,0.0,768.5666666666667,21.0,8.0,0.38095238095238093
player::illusion-yeh-yen-ting,team::logitechgsnipers,ILLusion (Yeh Yen-Ting),Logitech G Snipers,major,LMS,145.71666666666667,4,1.0,2015-05-20 00:00:00+00:00,2015-06-18 00:00:00+00:00,2015,0.0,0.0,0.0,145.71666666666667,4.0,1.0,0.25
player::jcain,team::logitechgsnipers,JCain,Logitech G Snipers,major,LMS,768.5666666666667,21,8.0,2015-01-08 00:00:00+00:00,2015-03-20 00:00:00+00:00,2015,0.0,0.0,0.0,768.5666666666667,21.0,8.0,0.38095238095238093
player::k,team::logitechgsnipers,K,Logitech G Snipers,major,LMS,342.0333333333333,9,1.0,2015-06-19 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,342.0333333333333,9.0,1.0,0.1111111111111111
player::lat,team::logitechgsnipers,Lat,Logitech G Snipers,major,LMS,1152.4833333333333,32,8.0,2015-01-08 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,1152.4833333333333,32.0,8.0,0.25
player::rd,team::logitechgsnipers,RD,Logitech G Snipers,major,LMS,1607.7666666666667,44,11.0,2015-01-11 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,1607.7666666666667,44.0,11.0,0.25
player::yo,team::logitechgsnipers,YO,Logitech G Snipers,major,LMS,430.18333333333334,12,4.0,2015-05-22 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,430.18333333333334,12.0,4.0,0.3333333333333333
player::ysera,team::logitechgsnipers,Ysera,Logitech G Snipers,major,LMS,1781.9,49,14.0,2015-01-08 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,1781.9,49.0,14.0,0.2857142857142857
player::bdd,team::longzhugaming,Bdd,Longzhu Gaming,major,LCK,1698.35,48,34.0,2017-05-30 00:00:00+00:00,2017-08-26 00:00:00+00:00,2017,313.96666666666664,9.0,6.0,2012.3166666666664,57.0,40.0,0.7083333333333334
player::chaser,team::longzhugaming,Chaser,Longzhu Gaming,major,LCK,2210.0333333333333,55,20.0,2016-01-14 00:00:00+00:00,2016-07-08 00:00:00+00:00,2016,0.0,0.0,0.0,2210.0333333333333,55.0,20.0,0.36363636363636365
player::coco,team::longzhugaming,Coco,Longzhu Gaming,major,LCK,2311.233333333333,57,21.0,2016-01-14 00:00:00+00:00,2016-07-08 00:00:00+00:00,2016,0.0,0.0,0.0,2311.233333333333,57.0,21.0,0.3684210526315789
player::cpt-jack,team::longzhugaming,Cpt Jack,Longzhu Gaming,major,LCK,1076.6,28,17.0,2016-01-14 00:00:00+00:00,2016-04-09 00:00:00+00:00,2016,0.0,0.0,0.0,1076.6,28.0,17.0,0.6071428571428571
player::crash,team::longzhugaming,Crash,Longzhu Gaming,major,LCK,2803.233333333333,74,37.0,2016-01-29 00:00:00+00:00,2017-04-02 00:00:00+00:00,2016|2017,0.0,0.0,0.0,2803.233333333333,74.0,37.0,0.5
player::cuzz,team::longzhugaming,Cuzz,Longzhu Gaming,major,LCK,1698.35,48,34.0,2017-05-30 00:00:00+00:00,2017-08-26 00:00:00+00:00,2017,313.96666666666664,9.0,6.0,2012.3166666666664,57.0,40.0,0.7083333333333334
player::emperor-kim-jin-hyun,team::longzhugaming,Emperor (Kim Jin-hyun),Longzhu Gaming,major,LCK,325.4166666666667,8,2.0,2016-05-28 00:00:00+00:00,2016-06-07 00:00:00+00:00,2016,0.0,0.0,0.0,325.4166666666667,8.0,2.0,0.25
player::expession,team::longzhugaming,Expession,Longzhu Gaming,major,LCK,4344.733333333334,112,49.0,2016-01-14 00:00:00+00:00,2017-04-02 00:00:00+00:00,2016|2017,0.0,0.0,0.0,4344.733333333334,112.0,49.0,0.4375
player::flame,team::longzhugaming,Flame,Longzhu Gaming,major,LCK,668.5333333333333,17,8.0,2016-01-23 00:00:00+00:00,2016-03-24 00:00:00+00:00,2016,0.0,0.0,0.0,668.5333333333333,17.0,8.0,0.47058823529411764
player::fly-song-yong-jun,team::longzhugaming,Fly (Song Yong-jun),Longzhu Gaming,major,LCK,1684.7166666666667,45,20.0,2017-01-17 00:00:00+00:00,2017-04-02 00:00:00+00:00,2017,0.0,0.0,0.0,1684.7166666666667,45.0,20.0,0.4444444444444444
player::frozen-kim-tae-il,team::longzhugaming,Frozen (Kim Tae-il),Longzhu Gaming,major,LCK,1017.3166666666666,27,16.0,2016-02-03 00:00:00+00:00,2016-08-05 00:00:00+00:00,2016,0.0,0.0,0.0,1017.3166666666666,27.0,16.0,0.5925925925925926
player::fury-lee-jin-yong,team::longzhugaming,Fury (Lee Jin-yong),Longzhu Gaming,major,LCK,1926.5333333333335,48,18.0,2016-03-03 00:00:00+00:00,2016-08-05 00:00:00+00:00,2016,0.0,0.0,0.0,1926.5333333333335,48.0,18.0,0.375
player::gorilla,team::longzhugaming,GorillA,Longzhu Gaming,major,LCK,3383.0666666666666,93,54.0,2017-01-17 00:00:00+00:00,2017-08-26 00:00:00+00:00,2017,313.96666666666664,9.0,6.0,3697.033333333333,102.0,60.0,0.5806451612903226
player::khan,team::longzhugaming,Khan,Longzhu Gaming,major,LCK,1666.1166666666666,47,34.0,2017-05-30 00:00:00+00:00,2017-08-26 00:00:00+00:00,2017,262.9833333333333,8.0,5.0,1929.1,55.0,39.0,0.723404255319149
player::pray,team::longzhugaming,PraY,Longzhu Gaming,major,LCK,3383.0666666666666,93,54.0,2017-01-17 00:00:00+00:00,2017-08-26 00:00:00+00:00,2017,313.96666666666664,9.0,6.0,3697.033333333333,102.0,60.0,0.5806451612903226
player::pure,team::longzhugaming,Pure,Longzhu Gaming,major,LCK,3199.7666666666664,80,35.0,2016-01-14 00:00:00+00:00,2016-08-05 00:00:00+00:00,2016,0.0,0.0,0.0,3199.7666666666664,80.0,35.0,0.4375
player::rascal,team::longzhugaming,Rascal,Longzhu Gaming,major,LCK,32.233333333333334,1,0.0,2017-06-10 00:00:00+00:00,2017-06-10 00:00:00+00:00,2017,50.98333333333333,1.0,1.0,83.21666666666667,2.0,1.0,0.0
player::zzus,team::longzhugaming,Zzus,Longzhu Gaming,major,LCK,128.78333333333333,4,2.0,2016-03-09 00:00:00+00:00,2016-03-24 00:00:00+00:00,2016,0.0,0.0,0.0,128.78333333333333,4.0,2.0,0.5
player::creaton,team::mil,Creaton,MIL,major,LEC,111.55,3,1.0,2014-11-29 00:00:00+00:00,2014-11-29 00:00:00+00:00,2015,0.0,0.0,0.0,111.55,3.0,1.0,0.3333333333333333
player::h0r0,team::mil,H0R0,MIL,major,LEC,111.55,3,1.0,2014-11-29 00:00:00+00:00,2014-11-29 00:00:00+00:00,2015,0.0,0.0,0.0,111.55,3.0,1.0,0.3333333333333333
player::jree,team::mil,Jree,MIL,major,LEC,111.55,3,1.0,2014-11-29 00:00:00+00:00,2014-11-29 00:00:00+00:00,2015,0.0,0.0,0.0,111.55,3.0,1.0,0.3333333333333333
