league,original_team_name,canonical_team_name,original_team_node,canonical_team_node,changed,cluster_size,method
TCL,Royal Bandits,Royal Bandits,team::royalbandits,team::royalbandits,False,2,cargo_short_plus_roster
TCL,RY,Royal Youth,team::ry,team::royalyouth,True,2,manual_review
TCL,Royal Youth,Royal Youth,team::royalyouth,team::royalyouth,False,2,manual_review
TCL,SUP,SuperMassive eSports,team::sup,team::supermassiveesports,True,2,manual_review
TCL,SuperMassive eSports,SuperMassive eSports,team::supermassiveesports,team::supermassiveesports,False,2,manual_review
TCL,AUR,Team AURORA,team::aur,team::teamaurora,True,2,cargo_short_plus_roster
TCL,Team AURORA,Team AURORA,team::teamaurora,team::teamaurora,False,2,cargo_short_plus_roster
TCL,Team Turquality,Team Turquality,team::teamturquality,team::teamturquality,False,1,unchanged
TCL,YCE,YouthCrew Esports,team::yce,team::youthcrewesports,True,3,manual_review|normalized_name
TCL,YouthCrew,YouthCrew Esports,team::youthcrew,team::youthcrewesports,True,3,manual_review|normalized_name
TCL,YouthCrew Esports,YouthCrew Esports,team::youthcrewesports,team::youthcrewesports,False,3,manual_review|normalized_name
TCL,ZONE,ZONE,team::zone,team::zone,False,1,unchanged
