player_node,team_node,player_name,team_name,team_name_at_time,team_name_history,group,leagues,minutes_domestic,games_domestic,wins_domestic,first_date,last_date,active_years,minutes_international,games_international,wins_international,minutes_total,games_total,wins_total,domestic_win_rate
player::zet,team::edwardgaming,Zet,Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,2608.5,74,48.0,2017-01-20 00:00:00+00:00,2017-08-17 00:00:00+00:00,2017,0.0,0.0,0.0,2608.5,74.0,48.0,0.6486486486486487
player::minn,team::edwardgaming,Minn,Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,62.53333333333333,2,2.0,2017-04-08 00:00:00+00:00,2017-04-08 00:00:00+00:00,2017,0.0,0.0,0.0,62.53333333333333,2.0,2.0,1.0
player::audi,team::edwardgaming,Audi,Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,194.85,5,2.0,2017-06-09 00:00:00+00:00,2017-08-17 00:00:00+00:00,2017,0.0,0.0,0.0,194.85,5.0,2.0,0.4
player::iceloli,team::edwardgaming,Iceloli,Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,72.5,2,0.0,2017-06-09 00:00:00+00:00,2017-08-17 00:00:00+00:00,2017,0.0,0.0,0.0,72.5,2.0,0.0,0.0
player::iboy,team::edwardgaming,iBoy,Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,6836.75,206,124.0,2017-07-29 00:00:00+00:00,2019-08-24 00:00:00+00:00,2017|2018|2019,774.6,23.0,13.0,7611.35,229.0,137.0,0.6019417475728155
player::haro,team::edwardgaming,Haro,Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,3261.883333333333,98,53.0,2018-01-16 00:00:00+00:00,2019-04-05 00:00:00+00:00,2018|2019,369.65,11.0,6.0,3631.533333333333,109.0,59.0,0.5408163265306123
player::hope-wang-jie,team::edwardgaming,Hope (Wang Jie),Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,495.1166666666667,15,6.0,2018-03-05 00:00:00+00:00,2019-06-21 00:00:00+00:00,2018|2019,0.0,0.0,0.0,495.1166666666667,15.0,6.0,0.4
player::mole,team::edwardgaming,Mole,Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,40.9,1,1.0,2019-03-11 00:00:00+00:00,2019-03-11 00:00:00+00:00,2019,0.0,0.0,0.0,40.9,1.0,1.0,1.0
player::jiejie,team::edwardgaming,Jiejie,Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,1379.1666666666667,44,26.0,2019-06-01 00:00:00+00:00,2019-08-24 00:00:00+00:00,2019,0.0,0.0,0.0,1379.1666666666667,44.0,26.0,0.5909090909090909
player::jinoo,team::edwardgaming,Jinoo,Edward Gaming,Edward Gaming,Edward Gaming,major,LPL,1379.1666666666667,44,26.0,2019-06-01 00:00:00+00:00,2019-08-24 00:00:00+00:00,2019,0.0,0.0,0.0,1379.1666666666667,44.0,26.0,0.5909090909090909
player::froggen,team::elements,Froggen,Elements,Elements,Elements,major,LEC,1350.4500000000005,34,13.0,2015-01-22 00:00:00+00:00,2015-07-23 00:00:00+00:00,2015,0.0,0.0,0.0,1350.4500000000005,34.0,13.0,0.38235294117647056
player::nyph,team::elements,Nyph,Elements,Elements,Elements,major,LEC,780.3666666666666,19,9.0,2015-01-22 00:00:00+00:00,2015-07-23 00:00:00+00:00,2015,0.0,0.0,0.0,780.3666666666666,19.0,9.0,0.47368421052631576
player::rekkles,team::elements,Rekkles,Elements,Elements,Elements,major,LEC,716.3666666666666,18,7.0,2015-01-22 00:00:00+00:00,2015-03-27 00:00:00+00:00,2015,0.0,0.0,0.0,716.3666666666666,18.0,7.0,0.3888888888888889
player::shook,team::elements,Shook,Elements,Elements,Elements,major,LEC,716.3666666666666,18,7.0,2015-01-22 00:00:00+00:00,2015-03-27 00:00:00+00:00,2015,0.0,0.0,0.0,716.3666666666666,18.0,7.0,0.3888888888888889
player::wickd,team::elements,Wickd,Elements,Elements,Elements,major,LEC,576.0833333333333,14,6.0,2015-01-22 00:00:00+00:00,2015-03-27 00:00:00+00:00,2015,0.0,0.0,0.0,576.0833333333333,14.0,6.0,0.42857142857142855
player::kev1n,team::elements,kev1n,Elements,Elements,Elements,major,LEC,140.28333333333333,4,1.0,2015-02-19 00:00:00+00:00,2015-02-27 00:00:00+00:00,2015,0.0,0.0,0.0,140.28333333333333,4.0,1.0,0.25
player::krepo,team::elements,Krepo,Elements,Elements,Elements,major,LEC,326.55,8,3.0,2015-02-26 00:00:00+00:00,2015-03-27 00:00:00+00:00,2015,0.0,0.0,0.0,326.55,8.0,3.0,0.375
player::dexter,team::elements,Dexter,Elements,Elements,Elements,major,LEC,634.0833333333333,16,6.0,2015-05-29 00:00:00+00:00,2015-07-23 00:00:00+00:00,2015,0.0,0.0,0.0,634.0833333333333,16.0,6.0,0.375
player::jwaow,team::elements,Jwaow,Elements,Elements,Elements,major,LEC,634.0833333333333,16,6.0,2015-05-29 00:00:00+00:00,2015-07-23 00:00:00+00:00,2015,0.0,0.0,0.0,634.0833333333333,16.0,6.0,0.375
player::promisq,team::elements,promisq,Elements,Elements,Elements,major,LEC,243.5333333333333,7,1.0,2015-05-29 00:00:00+00:00,2015-06-19 00:00:00+00:00,2015,0.0,0.0,0.0,243.5333333333333,7.0,1.0,0.14285714285714285
player::tabzz,team::elements,Tabzz,Elements,Elements,Elements,major,LEC,634.0833333333333,16,6.0,2015-05-29 00:00:00+00:00,2015-07-23 00:00:00+00:00,2015,0.0,0.0,0.0,634.0833333333333,16.0,6.0,0.375
player::eika,team::elements,Eika,Elements,Elements,Elements,major,LEC,655.0333333333333,18,6.0,2016-01-14 00:00:00+00:00,2016-03-18 00:00:00+00:00,2016,0.0,0.0,0.0,655.0333333333333,18.0,6.0,0.3333333333333333
player::gilius,team::elements,Gilius,Elements,Elements,Elements,major,LEC,655.0333333333333,18,6.0,2016-01-14 00:00:00+00:00,2016-03-18 00:00:00+00:00,2016,0.0,0.0,0.0,655.0333333333333,18.0,6.0,0.3333333333333333
player::mrrallez,team::elements,MrRalleZ,Elements,Elements,Elements,major,LEC,655.0333333333333,18,6.0,2016-01-14 00:00:00+00:00,2016-03-18 00:00:00+00:00,2016,0.0,0.0,0.0,655.0333333333333,18.0,6.0,0.3333333333333333
player::sprattel,team::elements,sprattel,Elements,Elements,Elements,major,LEC,655.0333333333333,18,6.0,2016-01-14 00:00:00+00:00,2016-03-18 00:00:00+00:00,2016,0.0,0.0,0.0,655.0333333333333,18.0,6.0,0.3333333333333333
player::steve-etienne-michels,team::elements,Steve (Etienne Michels),Elements,Elements,Elements,major,LEC,655.0333333333333,18,6.0,2016-01-14 00:00:00+00:00,2016-03-18 00:00:00+00:00,2016,0.0,0.0,0.0,655.0333333333333,18.0,6.0,0.3333333333333333
player::amazingj,team::energypacemaker,AmazingJ,Energy Pacemaker,Energy Pacemaker,Energy Pacemaker,major,LPL,1526.6833333333334,44,11.0,2015-01-16 00:00:00+00:00,2015-04-11 00:00:00+00:00,2015,0.0,0.0,0.0,1526.6833333333334,44.0,11.0,0.25
player::captain57,team::energypacemaker,Captain57,Energy Pacemaker,Energy Pacemaker,Energy Pacemaker,major,LPL,208.35,6,1.0,2015-01-16 00:00:00+00:00,2015-04-03 00:00:00+00:00,2015,0.0,0.0,0.0,208.35,6.0,1.0,0.16666666666666666
player::kane-li-chi-hung,team::energypacemaker,kane (Li Chi Hung),Energy Pacemaker,Energy Pacemaker,Energy Pacemaker,major,LPL,1223.6,34,9.0,2015-01-16 00:00:00+00:00,2015-03-21 00:00:00+00:00,2015,0.0,0.0,0.0,1223.6,34.0,9.0,0.2647058823529412
player::luo-yin-peng,team::energypacemaker,Luo (Yin Peng),Energy Pacemaker,Energy Pacemaker,Energy Pacemaker,major,LPL,208.35,6,1.0,2015-01-16 00:00:00+00:00,2015-04-03 00:00:00+00:00,2015,0.0,0.0,0.0,208.35,6.0,1.0,0.16666666666666666
player::x1u,team::energypacemaker,x1u,Energy Pacemaker,Energy Pacemaker,Energy Pacemaker,major,LPL,1526.6833333333334,44,11.0,2015-01-16 00:00:00+00:00,2015-04-11 00:00:00+00:00,2015,0.0,0.0,0.0,1526.6833333333334,44.0,11.0,0.25
player::drizzle,team::energypacemaker,Drizzle,Energy Pacemaker,Energy Pacemaker,Energy Pacemaker,major,LPL,1318.3333333333337,38,10.0,2015-01-23 00:00:00+00:00,2015-04-11 00:00:00+00:00,2015,0.0,0.0,0.0,1318.3333333333337,38.0,10.0,0.2631578947368421
player::raphael-ko-jae-hyun,team::energypacemaker,Raphael (Ko Jae-hyun),Energy Pacemaker,Energy Pacemaker,Energy Pacemaker,major,LPL,1318.3333333333337,38,10.0,2015-01-23 00:00:00+00:00,2015-04-11 00:00:00+00:00,2015,0.0,0.0,0.0,1318.3333333333337,38.0,10.0,0.2631578947368421
player::zangao,team::energypacemaker,ZangAo,Energy Pacemaker,Energy Pacemaker,Energy Pacemaker,major,LPL,303.0833333333333,10,2.0,2015-04-03 00:00:00+00:00,2015-04-11 00:00:00+00:00,2015,0.0,0.0,0.0,303.0833333333333,10.0,2.0,0.2
player::gimgoon,team::epa,GimGoon,EPA,EPA,EPA,major,LPL,1355.4166666666667,39,14.0,2016-01-15 00:00:00+00:00,2016-04-10 00:00:00+00:00,2016,0.0,0.0,0.0,1355.4166666666667,39.0,14.0,0.358974358974359
player::jiezou,team::epa,Jiezou,EPA,EPA,EPA,major,LPL,984.05,28,8.0,2016-01-15 00:00:00+00:00,2016-03-25 00:00:00+00:00,2016,0.0,0.0,0.0,984.05,28.0,8.0,0.2857142857142857
player::rabbit97,team::epa,Rabbit97,EPA,EPA,EPA,major,LPL,410.8333333333333,12,4.0,2016-01-15 00:00:00+00:00,2016-03-11 00:00:00+00:00,2016,0.0,0.0,0.0,410.8333333333333,12.0,4.0,0.3333333333333333
player::republic,team::epa,Republic,EPA,EPA,EPA,major,LPL,1355.4166666666667,39,14.0,2016-01-15 00:00:00+00:00,2016-04-10 00:00:00+00:00,2016,0.0,0.0,0.0,1355.4166666666667,39.0,14.0,0.358974358974359
player::romantic,team::epa,Romantic,EPA,EPA,EPA,major,LPL,791.6,23,7.0,2016-01-15 00:00:00+00:00,2016-03-20 00:00:00+00:00,2016,0.0,0.0,0.0,791.6,23.0,7.0,0.30434782608695654
player::crisis,team::epa,Crisis,EPA,EPA,EPA,major,LPL,944.5833333333331,27,10.0,2016-01-17 00:00:00+00:00,2016-04-10 00:00:00+00:00,2016,0.0,0.0,0.0,944.5833333333331,27.0,10.0,0.37037037037037035
player::moon-gu-yue-ze-yu,team::epa,Moon (Gu Yue-Ze-Yu),EPA,EPA,EPA,major,LPL,563.8166666666666,16,7.0,2016-03-11 00:00:00+00:00,2016-04-10 00:00:00+00:00,2016,0.0,0.0,0.0,563.8166666666666,16.0,7.0,0.4375
player::soul-zhou-feng,team::epa,Soul (Zhou Feng),EPA,EPA,EPA,major,LPL,371.3666666666667,11,6.0,2016-03-27 00:00:00+00:00,2016-04-10 00:00:00+00:00,2016,0.0,0.0,0.0,371.3666666666667,11.0,6.0,0.5454545454545454
player::aoi-haru,team::epg,Aoi Haru,EPG,EPG,EPG,wildcard,LCL,1200.7333333333331,35,9.0,2018-02-10 00:00:00+00:00,2018-08-19 00:00:00+00:00,2018,0.0,0.0,0.0,1200.7333333333331,35.0,9.0,0.2571428571428571
player::archie2b,team::epg,Archie2b,EPG,EPG,EPG,wildcard,LCL,2912.866666666667,90,45.0,2018-02-10 00:00:00+00:00,2019-08-31 00:00:00+00:00,2018|2019,0.0,0.0,0.0,2912.866666666667,90.0,45.0,0.5
player::drobovik123,team::epg,Drobovik123,EPG,EPG,EPG,wildcard,LCL,1200.7333333333331,35,9.0,2018-02-10 00:00:00+00:00,2018-08-19 00:00:00+00:00,2018,0.0,0.0,0.0,1200.7333333333331,35.0,9.0,0.2571428571428571
player::gumbo,team::epg,Gumbo,EPG,EPG,EPG,wildcard,LCL,201.11666666666667,6,0.0,2018-02-10 00:00:00+00:00,2018-02-18 00:00:00+00:00,2018,0.0,0.0,0.0,201.11666666666667,6.0,0.0,0.0
player::shiganari,team::epg,Shiganari,EPG,EPG,EPG,wildcard,LCL,1200.7333333333331,35,9.0,2018-02-10 00:00:00+00:00,2018-08-19 00:00:00+00:00,2018,0.0,0.0,0.0,1200.7333333333331,35.0,9.0,0.2571428571428571
player::ahahacik,team::epg,AHaHaCiK,EPG,EPG,EPG,wildcard,LCL,276.54999999999995,8,4.0,2018-02-24 00:00:00+00:00,2018-03-11 00:00:00+00:00,2018,0.0,0.0,0.0,276.54999999999995,8.0,4.0,0.5
player::finita,team::epg,Finita,EPG,EPG,EPG,wildcard,LCL,237.51666666666665,7,3.0,2018-06-23 00:00:00+00:00,2018-06-28 00:00:00+00:00,2018,0.0,0.0,0.0,237.51666666666665,7.0,3.0,0.42857142857142855
player::anechek,team::epg,Anechek,EPG,EPG,EPG,wildcard,LCL,485.55,14,2.0,2018-07-21 00:00:00+00:00,2018-08-19 00:00:00+00:00,2018,0.0,0.0,0.0,485.55,14.0,2.0,0.14285714285714285
player::four,team::epg,Four,EPG,EPG,EPG,wildcard,LCL,1712.1333333333332,55,36.0,2019-02-03 00:00:00+00:00,2019-08-31 00:00:00+00:00,2019,0.0,0.0,0.0,1712.1333333333332,55.0,36.0,0.6545454545454545
player::nonholy,team::epg,NoNholy,EPG,EPG,EPG,wildcard,LCL,1712.1333333333332,55,36.0,2019-02-03 00:00:00+00:00,2019-08-31 00:00:00+00:00,2019,0.0,0.0,0.0,1712.1333333333332,55.0,36.0,0.6545454545454545
player::phlaty,team::epg,Phlaty,EPG,EPG,EPG,wildcard,LCL,1712.1333333333332,55,36.0,2019-02-03 00:00:00+00:00,2019-08-31 00:00:00+00:00,2019,0.0,0.0,0.0,1712.1333333333332,55.0,36.0,0.6545454545454545
player::vincentvega,team::epg,VincentVega,EPG,EPG,EPG,wildcard,LCL,1712.1333333333332,55,36.0,2019-02-03 00:00:00+00:00,2019-08-31 00:00:00+00:00,2019,0.0,0.0,0.0,1712.1333333333332,55.0,36.0,0.6545454545454545
player::cepted,team::ever8winners,Cepted,Ever8 Winners,Ever8 Winners,Ever8 Winners,major,LCK,1454.1,41,11.0,2017-05-31 00:00:00+00:00,2017-08-05 00:00:00+00:00,2017,0.0,0.0,0.0,1454.1,41.0,11.0,0.2682926829268293
player::deul,team::ever8winners,DeuL,Ever8 Winners,Ever8 Winners,Ever8 Winners,major,LCK,1454.1,41,11.0,2017-05-31 00:00:00+00:00,2017-08-05 00:00:00+00:00,2017,0.0,0.0,0.0,1454.1,41.0,11.0,0.2682926829268293
player::ella,team::ever8winners,Ella,Ever8 Winners,Ever8 Winners,Ever8 Winners,major,LCK,1045.05,29,7.0,2017-05-31 00:00:00+00:00,2017-08-05 00:00:00+00:00,2017,0.0,0.0,0.0,1045.05,29.0,7.0,0.2413793103448276
player::helper-kwon-yeong-jae,team::ever8winners,Helper (Kwon Yeong-jae),Ever8 Winners,Ever8 Winners,Ever8 Winners,major,LCK,768.3,21,5.0,2017-05-31 00:00:00+00:00,2017-06-27 00:00:00+00:00,2017,0.0,0.0,0.0,768.3,21.0,5.0,0.23809523809523808
player::malrang,team::ever8winners,Malrang,Ever8 Winners,Ever8 Winners,Ever8 Winners,major,LCK,1382.8833333333332,39,11.0,2017-05-31 00:00:00+00:00,2017-08-05 00:00:00+00:00,2017,0.0,0.0,0.0,1382.8833333333332,39.0,11.0,0.28205128205128205
player::comeback-ha-seung-chan,team::ever8winners,Comeback (Ha Seung-chan),Ever8 Winners,Ever8 Winners,Ever8 Winners,major,LCK,480.26666666666665,14,4.0,2017-06-04 00:00:00+00:00,2017-07-02 00:00:00+00:00,2017,0.0,0.0,0.0,480.26666666666665,14.0,4.0,0.2857142857142857
player::kiin,team::ever8winners,Kiin,Ever8 Winners,Ever8 Winners,Ever8 Winners,major,LCK,685.8,20,6.0,2017-07-02 00:00:00+00:00,2017-08-05 00:00:00+00:00,2017,0.0,0.0,0.0,685.8,20.0,6.0,0.3
player::crayzee,team::exile5,Crayzee,Exile5,Exile5,Exile5,wildcard,OPL,673.4166666666666,22,2.0,2017-01-21 00:00:00+00:00,2017-04-02 00:00:00+00:00,2017,0.0,0.0,0.0,673.4166666666666,22.0,2.0,0.09090909090909091
player::fivetoeight,team::exile5,FivetoEight,Exile5,Exile5,Exile5,wildcard,OPL,673.4166666666666,22,2.0,2017-01-21 00:00:00+00:00,2017-04-02 00:00:00+00:00,2017,0.0,0.0,0.0,673.4166666666666,22.0,2.0,0.09090909090909091
player::guts-eldin-skenderovic,team::exile5,Guts (Eldin Skenderović),Exile5,Exile5,Exile5,wildcard,OPL,673.4166666666666,22,2.0,2017-01-21 00:00:00+00:00,2017-04-02 00:00:00+00:00,2017,0.0,0.0,0.0,673.4166666666666,22.0,2.0,0.09090909090909091
player::siuman,team::exile5,Siuman,Exile5,Exile5,Exile5,wildcard,OPL,123.93333333333334,4,0.0,2017-01-21 00:00:00+00:00,2017-01-29 00:00:00+00:00,2017,0.0,0.0,0.0,123.93333333333334,4.0,0.0,0.0
player::tgun,team::exile5,tgun,Exile5,Exile5,Exile5,wildcard,OPL,673.4166666666666,22,2.0,2017-01-21 00:00:00+00:00,2017-04-02 00:00:00+00:00,2017,0.0,0.0,0.0,673.4166666666666,22.0,2.0,0.09090909090909091
player::glup,team::exile5,Glup,Exile5,Exile5,Exile5,wildcard,OPL,100.21666666666668,4,0.0,2017-02-05 00:00:00+00:00,2017-02-11 00:00:00+00:00,2017,0.0,0.0,0.0,100.21666666666668,4.0,0.0,0.0
player::midbeast,team::exile5,Midbeast,Exile5,Exile5,Exile5,wildcard,OPL,227.05,7,1.0,2017-02-19 00:00:00+00:00,2017-03-11 00:00:00+00:00,2017,0.0,0.0,0.0,227.05,7.0,1.0,0.14285714285714285
player::chrismistrees,team::exile5,ChrisMisTrees,Exile5,Exile5,Exile5,wildcard,OPL,222.21666666666667,7,1.0,2017-03-19 00:00:00+00:00,2017-04-02 00:00:00+00:00,2017,0.0,0.0,0.0,222.21666666666667,7.0,1.0,0.14285714285714285
player::gate,team::f5,Gate,F5,F5,F5,major,LCS,451.0833333333333,12,5.0,2014-11-15 00:00:00+00:00,2014-12-14 00:00:00+00:00,2015,0.0,0.0,0.0,451.0833333333333,12.0,5.0,0.4166666666666667
player::prototype,team::f5,Prototype,F5,F5,F5,major,LCS,451.0833333333333,12,5.0,2014-11-15 00:00:00+00:00,2014-12-14 00:00:00+00:00,2015,0.0,0.0,0.0,451.0833333333333,12.0,5.0,0.4166666666666667
player::rhux,team::f5,Rhux,F5,F5,F5,major,LCS,451.0833333333333,12,5.0,2014-11-15 00:00:00+00:00,2014-12-14 00:00:00+00:00,2015,0.0,0.0,0.0,451.0833333333333,12.0,5.0,0.4166666666666667
player::rule18,team::f5,Rule18,F5,F5,F5,major,LCS,451.0833333333333,12,5.0,2014-11-15 00:00:00+00:00,2014-12-14 00:00:00+00:00,2015,0.0,0.0,0.0,451.0833333333333,12.0,5.0,0.4166666666666667
player::shorterace,team::f5,ShorterACE,F5,F5,F5,major,LCS,451.0833333333333,12,5.0,2014-11-15 00:00:00+00:00,2014-12-14 00:00:00+00:00,2015,0.0,0.0,0.0,451.0833333333333,12.0,5.0,0.4166666666666667
player::dreamsha,team::fbl,DreamSha,FBL,FBL,FBL,major,LMS,93.25,3,1.0,2017-01-21 00:00:00+00:00,2017-01-21 00:00:00+00:00,2017,0.0,0.0,0.0,93.25,3.0,1.0,0.3333333333333333
player::m1ssion,team::fbl,M1ssion,FBL,FBL,FBL,major,LMS,956.3666666666668,26,10.0,2017-01-21 00:00:00+00:00,2017-04-09 00:00:00+00:00,2017,0.0,0.0,0.0,956.3666666666668,26.0,10.0,0.38461538461538464
player::skull,team::fbl,SkuLL,FBL,FBL,FBL,major,LMS,2195.6666666666665,63,14.0,2017-01-21 00:00:00+00:00,2017-08-06 00:00:00+00:00,2017,0.0,0.0,0.0,2195.6666666666665,63.0,14.0,0.2222222222222222
player::unified,team::fbl,Unified,FBL,FBL,FBL,major,LMS,1777.2,49,14.0,2017-01-21 00:00:00+00:00,2017-06-30 00:00:00+00:00,2017,0.0,0.0,0.0,1777.2,49.0,14.0,0.2857142857142857
player::wind-lai-chap-yin,team::fbl,Wind (Lai Chap Yin),FBL,FBL,FBL,major,LMS,1895.6166666666663,53,14.0,2017-01-21 00:00:00+00:00,2017-08-06 00:00:00+00:00,2017,0.0,0.0,0.0,1895.6166666666663,53.0,14.0,0.2641509433962264
player::mars,team::fbl,MarS,FBL,FBL,FBL,major,LMS,318.01666666666665,9,4.0,2017-02-04 00:00:00+00:00,2017-04-09 00:00:00+00:00,2017,0.0,0.0,0.0,318.01666666666665,9.0,4.0,0.4444444444444444
player::ninuo,team::fbl,Ninuo,FBL,FBL,FBL,major,LMS,2026.1,58,11.0,2017-02-10 00:00:00+00:00,2017-08-06 00:00:00+00:00,2017,0.0,0.0,0.0,2026.1,58.0,11.0,0.1896551724137931
player::wulala,team::fbl,Wulala,FBL,FBL,FBL,major,LMS,633.8333333333333,20,0.0,2017-06-08 00:00:00+00:00,2017-08-06 00:00:00+00:00,2017,0.0,0.0,0.0,633.8333333333333,20.0,0.0,0.0
player::kuku,team::fbl,KuKu,FBL,FBL,FBL,major,LMS,663.8166666666666,20,2.0,2017-06-16 00:00:00+00:00,2017-07-22 00:00:00+00:00,2017,0.0,0.0,0.0,663.8166666666666,20.0,2.0,0.1
player::enzz,team::fbl,Enzz,FBL,FBL,FBL,major,LMS,418.4666666666666,14,0.0,2017-07-13 00:00:00+00:00,2017-08-06 00:00:00+00:00,2017,0.0,0.0,0.0,418.4666666666666,14.0,0.0,0.0
player::abou222,team::fis,Abou222,FIS,FIS,FIS,major,LCS,74.76666666666667,2,0.0,2014-11-15 00:00:00+00:00,2014-11-15 00:00:00+00:00,2015,0.0,0.0,0.0,74.76666666666667,2.0,0.0,0.0
player::azingy,team::fis,Azingy,FIS,FIS,FIS,major,LCS,74.76666666666667,2,0.0,2014-11-15 00:00:00+00:00,2014-11-15 00:00:00+00:00,2015,0.0,0.0,0.0,74.76666666666667,2.0,0.0,0.0
player::i-am-the-irs,team::fis,I Am The IRS,FIS,FIS,FIS,major,LCS,74.76666666666667,2,0.0,2014-11-15 00:00:00+00:00,2014-11-15 00:00:00+00:00,2015,0.0,0.0,0.0,74.76666666666667,2.0,0.0,0.0
player::indivisible,team::fis,Indivisible,FIS,FIS,FIS,major,LCS,74.76666666666667,2,0.0,2014-11-15 00:00:00+00:00,2014-11-15 00:00:00+00:00,2015,0.0,0.0,0.0,74.76666666666667,2.0,0.0,0.0
player::mysterious,team::fis,Mysterious,FIS,FIS,FIS,major,LCS,74.76666666666667,2,0.0,2014-11-15 00:00:00+00:00,2014-11-15 00:00:00+00:00,2015,0.0,0.0,0.0,74.76666666666667,2.0,0.0,0.0
player::brtt,team::fla,brTT,FLA,FLA,FLA,wildcard,CBLOL,2790.7,85,64.0,2018-06-10 00:00:00+00:00,2019-09-07 00:00:00+00:00,2018|2019,151.08333333333334,5.0,1.0,2941.7833333333333,90.0,65.0,0.7529411764705882
player::esa,team::fla,esA,FLA,FLA,FLA,wildcard,CBLOL,898.2166666666667,27,17.0,2018-06-10 00:00:00+00:00,2018-09-08 00:00:00+00:00,2018,0.0,0.0,0.0,898.2166666666667,27.0,17.0,0.6296296296296297
player::goku,team::fla,Goku,FLA,FLA,FLA,wildcard,CBLOL,2790.7,85,64.0,2018-06-10 00:00:00+00:00,2019-09-07 00:00:00+00:00,2018|2019,151.08333333333334,5.0,1.0,2941.7833333333333,90.0,65.0,0.7529411764705882
player::jisu,team::fla,Jisu,FLA,FLA,FLA,wildcard,CBLOL,898.2166666666667,27,17.0,2018-06-10 00:00:00+00:00,2018-09-08 00:00:00+00:00,2018,0.0,0.0,0.0,898.2166666666667,27.0,17.0,0.6296296296296297
player::shrimp,team::fla,Shrimp,FLA,FLA,FLA,wildcard,CBLOL,2790.7,85,64.0,2018-06-10 00:00:00+00:00,2019-09-07 00:00:00+00:00,2018|2019,151.08333333333334,5.0,1.0,2941.7833333333333,90.0,65.0,0.7529411764705882
player::luci,team::fla,Luci,FLA,FLA,FLA,wildcard,CBLOL,1783.8333333333333,55,46.0,2019-01-12 00:00:00+00:00,2019-09-07 00:00:00+00:00,2019,151.08333333333334,5.0,1.0,1934.9166666666663,60.0,47.0,0.8363636363636363
player::robo,team::fla,Robo,FLA,FLA,FLA,wildcard,CBLOL,1892.483333333333,58,47.0,2019-01-12 00:00:00+00:00,2019-09-07 00:00:00+00:00,2019,151.08333333333334,5.0,1.0,2043.5666666666664,63.0,48.0,0.8103448275862069
player::reven-seong-sang-hyeon,team::fla,Reven (Seong Sang-hyeon),FLA,FLA,FLA,wildcard,CBLOL,108.65,3,1.0,2019-06-09 00:00:00+00:00,2019-06-16 00:00:00+00:00,2019,0.0,0.0,0.0,108.65,3.0,1.0,0.3333333333333333
player::maple-huang-yi-tang,team::flashwolves,Maple (Huang Yi-Tang),Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,9517.95,273,221.0,2015-01-10 00:00:00+00:00,2018-09-15 00:00:00+00:00,2015|2016|2017|2018,2864.0,78.0,37.0,12381.95,351.0,258.0,0.8095238095238095
player::nl-hsiung-wen-an,team::flashwolves,NL (Hsiung Wen-An),Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,4006.5,113,93.0,2015-01-10 00:00:00+00:00,2016-08-21 00:00:00+00:00,2015|2016,1178.85,29.0,14.0,5185.35,142.0,107.0,0.8230088495575221
player::refra1n,team::flashwolves,REFRA1N,Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,278.25,8,6.0,2015-01-10 00:00:00+00:00,2017-06-18 00:00:00+00:00,2015|2017,0.0,0.0,0.0,278.25,8.0,6.0,0.75
player::steak,team::flashwolves,Steak,Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,1978.2,54,40.0,2015-01-10 00:00:00+00:00,2015-08-16 00:00:00+00:00,2015,417.45,10.0,5.0,2395.65,64.0,45.0,0.7407407407407407
player::swordart,team::flashwolves,SwordArT,Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,9309.166666666666,267,216.0,2015-01-10 00:00:00+00:00,2018-09-15 00:00:00+00:00,2015|2016|2017|2018,2864.0,78.0,37.0,12173.166666666668,345.0,253.0,0.8089887640449438
player::karsa,team::flashwolves,Karsa,Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,7066.466666666666,197,155.0,2015-01-15 00:00:00+00:00,2017-08-25 00:00:00+00:00,2015|2016|2017,2026.9333333333327,53.0,23.0,9093.4,250.0,178.0,0.7868020304568528
player::mmd,team::flashwolves,MMD,Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,5240.9,148,121.0,2015-02-11 00:00:00+00:00,2018-09-15 00:00:00+00:00,2015|2016|2017|2018,1609.4833333333331,43.0,18.0,6850.383333333333,191.0,139.0,0.8175675675675675
player::kramer,team::flashwolves,Kramer,Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,730.8666666666667,18,11.0,2015-06-25 00:00:00+00:00,2015-08-16 00:00:00+00:00,2015,41.91666666666666,1.0,0.0,772.7833333333333,19.0,11.0,0.6111111111111112
player::breeze,team::flashwolves,Breeze,Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,145.83333333333334,4,0.0,2016-01-14 00:00:00+00:00,2016-01-23 00:00:00+00:00,2016,0.0,0.0,0.0,145.83333333333334,4.0,0.0,0.0
player::rins,team::flashwolves,Rins,Flash Wolves,Flash Wolves,Flash Wolves,major,LMS,485.01666666666665,15,12.0,2016-01-22 00:00:00+00:00,2017-03-04 00:00:00+00:00,2016|2017,0.0,0.0,0.0,485.01666666666665,15.0,12.0,0.8
