player_node,team_node,player_name,team_name,team_name_at_time,team_name_history,group,leagues,minutes_domestic,games_domestic,wins_domestic,first_date,last_date,active_years,minutes_international,games_international,wins_international,minutes_total,games_total,wins_total,domestic_win_rate
player::aphromoo,team::100,aphromoo,100,100,100,major,LCS,3441.8166666666666,94,46.0,2018-01-20 00:00:00+00:00,2019-08-05 00:00:00+00:00,2018|2019,181.01666666666665,6.0,2.0,3622.833333333333,100.0,48.0,0.48936170212765956
player::cody-sun,team::100,Cody Sun,100,100,100,major,LCS,2025.3,54,32.0,2018-01-20 00:00:00+00:00,2018-09-09 00:00:00+00:00,2018,0.0,0.0,0.0,2025.3,54.0,32.0,0.5925925925925926
player::meteos,team::100,Meteos,100,100,100,major,LCS,1245.9166666666663,33,20.0,2018-01-20 00:00:00+00:00,2018-07-01 00:00:00+00:00,2018,0.0,0.0,0.0,1245.9166666666663,33.0,20.0,0.6060606060606061
player::ryu,team::100,Ryu,100,100,100,major,LCS,2722.15,74,42.0,2018-01-20 00:00:00+00:00,2019-08-05 00:00:00+00:00,2018|2019,181.01666666666665,6.0,2.0,2903.166666666667,80.0,44.0,0.5675675675675675
player::ssumday,team::100,Ssumday,100,100,100,major,LCS,2924.2,79,38.0,2018-01-20 00:00:00+00:00,2019-06-09 00:00:00+00:00,2018|2019,181.01666666666665,6.0,2.0,3105.2166666666662,85.0,40.0,0.4810126582278481
player::anda,team::100,AnDa,100,100,100,major,LCS,1544.7833333333333,42,18.0,2018-07-14 00:00:00+00:00,2019-03-17 00:00:00+00:00,2018|2019,181.01666666666665,6.0,2.0,1725.8,48.0,20.0,0.42857142857142855
player::rikara,team::100,Rikara,100,100,100,major,LCS,179.23333333333332,5,2.0,2018-09-02 00:00:00+00:00,2018-09-08 00:00:00+00:00,2018,181.01666666666665,6.0,2.0,360.25,11.0,4.0,0.4
player::bang,team::100,Bang,100,100,100,major,LCS,1297.1166666666666,37,12.0,2019-01-26 00:00:00+00:00,2019-08-05 00:00:00+00:00,2019,0.0,0.0,0.0,1297.1166666666666,37.0,12.0,0.32432432432432434
player::huhi,team::100,huhi,100,100,100,major,LCS,439.9333333333333,12,4.0,2019-01-26 00:00:00+00:00,2019-03-03 00:00:00+00:00,2019,0.0,0.0,0.0,439.9333333333333,12.0,4.0,0.3333333333333333
player::soligo,team::100,Soligo,100,100,100,major,LCS,339.56666666666666,10,0.0,2019-03-10 00:00:00+00:00,2019-06-09 00:00:00+00:00,2019,0.0,0.0,0.0,339.56666666666666,10.0,0.0,0.0
player::fakegod,team::100,FakeGod,100,100,100,major,LCS,577.45,17,8.0,2019-03-24 00:00:00+00:00,2019-08-05 00:00:00+00:00,2019,0.0,0.0,0.0,577.45,17.0,8.0,0.47058823529411764
player::fragas,team::100,Fragas,100,100,100,major,LCS,59.83333333333333,2,0.0,2019-03-24 00:00:00+00:00,2019-03-24 00:00:00+00:00,2019,0.0,0.0,0.0,59.83333333333333,2.0,0.0,0.0
player::stunt,team::100,Stunt,100,100,100,major,LCS,59.83333333333333,2,0.0,2019-03-24 00:00:00+00:00,2019-03-24 00:00:00+00:00,2019,0.0,0.0,0.0,59.83333333333333,2.0,0.0,0.0
player::amazing-maurice-stuckenschneider,team::100,Amazing (Maurice Stückenschneider),100,100,100,major,LCS,651.1166666666667,19,8.0,2019-06-01 00:00:00+00:00,2019-08-05 00:00:00+00:00,2019,0.0,0.0,0.0,651.1166666666667,19.0,8.0,0.42105263157894735
player::elysion,team::1907fenerbahceesports,Elysion,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,295.75,8,3.0,2017-01-21 00:00:00+00:00,2017-01-29 00:00:00+00:00,2017,0.0,0.0,0.0,295.75,8.0,3.0,0.375
player::frozen-kim-tae-il,team::1907fenerbahceesports,Frozen (Kim Tae-il),1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,4941.833333333334,138,79.0,2017-01-21 00:00:00+00:00,2018-09-02 00:00:00+00:00,2017|2018,572.6833333333333,15.0,7.0,5514.516666666666,153.0,86.0,0.572463768115942
player::reach-lee-joo-won,team::1907fenerbahceesports,Reach (Lee Joo-won),1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,1369.7166666666667,37,18.0,2017-01-21 00:00:00+00:00,2017-04-09 00:00:00+00:00,2017,0.0,0.0,0.0,1369.7166666666667,37.0,18.0,0.4864864864864865
player::thaldrin,team::1907fenerbahceesports,Thaldrin,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,4976.483333333334,139,79.0,2017-01-21 00:00:00+00:00,2018-09-02 00:00:00+00:00,2017|2018,572.6833333333333,15.0,7.0,5549.166666666666,154.0,86.0,0.5683453237410072
player::un1tback,team::1907fenerbahceesports,Un1tback,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,369.25,10,3.0,2017-01-21 00:00:00+00:00,2017-02-19 00:00:00+00:00,2017,0.0,0.0,0.0,369.25,10.0,3.0,0.3
player::japone,team::1907fenerbahceesports,Japone,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,2969.4,85,63.0,2017-02-04 00:00:00+00:00,2019-04-13 00:00:00+00:00,2017|2019,726.0333333333333,20.0,10.0,3695.433333333333,105.0,73.0,0.7411764705882353
player::padden,team::1907fenerbahceesports,Padden,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,4680.733333333334,131,76.0,2017-02-04 00:00:00+00:00,2018-09-02 00:00:00+00:00,2017|2018,572.6833333333333,15.0,7.0,5253.416666666666,146.0,83.0,0.5801526717557252
player::move,team::1907fenerbahceesports,Move,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,2487.833333333333,70,45.0,2017-06-03 00:00:00+00:00,2018-09-02 00:00:00+00:00,2017|2018,0.0,0.0,0.0,2487.833333333333,70.0,45.0,0.6428571428571429
player::chaser,team::1907fenerbahceesports,Chaser,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,1118.9333333333334,32,16.0,2018-01-20 00:00:00+00:00,2018-04-07 00:00:00+00:00,2018,0.0,0.0,0.0,1118.9333333333334,32.0,16.0,0.5
player::zergsting,team::1907fenerbahceesports,Zergsting,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,2255.666666666667,64,33.0,2018-01-20 00:00:00+00:00,2018-09-02 00:00:00+00:00,2018,0.0,0.0,0.0,2255.666666666667,64.0,33.0,0.515625
player::waena,team::1907fenerbahceesports,WaenA,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,34.65,1,0.0,2018-07-14 00:00:00+00:00,2018-07-14 00:00:00+00:00,2018,0.0,0.0,0.0,34.65,1.0,0.0,0.0
player::only35,team::1907fenerbahceesports,Only35,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,242.0833333333333,7,3.0,2018-07-20 00:00:00+00:00,2019-06-21 00:00:00+00:00,2018|2019,70.35,2.0,1.0,312.43333333333334,9.0,4.0,0.42857142857142855
player::bolulu,team::1907fenerbahceesports,Bolulu,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,1469.8833333333332,45,32.0,2019-01-19 00:00:00+00:00,2019-08-18 00:00:00+00:00,2019,223.7,7.0,4.0,1693.5833333333333,52.0,36.0,0.7111111111111111
player::hades-volkan-dincer,team::1907fenerbahceesports,Hades (Volkan Dinçer),1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,1500.7166666666667,46,32.0,2019-01-19 00:00:00+00:00,2019-08-18 00:00:00+00:00,2019,223.7,7.0,4.0,1724.4166666666667,53.0,36.0,0.6956521739130435
player::kirei,team::1907fenerbahceesports,Kirei,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,750.1166666666666,24,22.0,2019-01-19 00:00:00+00:00,2019-04-13 00:00:00+00:00,2019,223.7,7.0,4.0,973.8166666666666,31.0,26.0,0.9166666666666666
player::ruin,team::1907fenerbahceesports,Ruin,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,750.1166666666666,24,22.0,2019-01-19 00:00:00+00:00,2019-04-13 00:00:00+00:00,2019,223.7,7.0,4.0,973.8166666666666,31.0,26.0,0.9166666666666666
player::untara,team::1907fenerbahceesports,Untara,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,750.6,22,10.0,2019-06-08 00:00:00+00:00,2019-08-18 00:00:00+00:00,2019,0.0,0.0,0.0,750.6,22.0,10.0,0.45454545454545453
player::wiz,team::1907fenerbahceesports,Wiz,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,482.2,14,9.0,2019-06-08 00:00:00+00:00,2019-07-21 00:00:00+00:00,2019,0.0,0.0,0.0,482.2,14.0,9.0,0.6428571428571429
player::luger,team::1907fenerbahceesports,Luger,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,283.05,8,4.0,2019-06-15 00:00:00+00:00,2019-08-18 00:00:00+00:00,2019,0.0,0.0,0.0,283.05,8.0,4.0,0.5
player::blue-ersin-goren,team::1907fenerbahceesports,Blue (Ersin Gören),1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,388.5833333333333,12,5.0,2019-06-29 00:00:00+00:00,2019-08-04 00:00:00+00:00,2019,0.0,0.0,0.0,388.5833333333333,12.0,5.0,0.4166666666666667
player::agurin,team::1907fenerbahceesports,Agurin,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,54.98333333333333,2,0.0,2019-07-27 00:00:00+00:00,2019-07-28 00:00:00+00:00,2019,0.0,0.0,0.0,54.98333333333333,2.0,0.0,0.0
player::stefan,team::1907fenerbahceesports,Stefan,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,1907 Fenerbahçe Esports,wildcard,TCL,213.41666666666663,6,1.0,2019-08-03 00:00:00+00:00,2019-08-18 00:00:00+00:00,2019,0.0,0.0,0.0,213.41666666666663,6.0,1.0,0.16666666666666666
player::carlos-is-god,team::4notoce,Carlos Is God,4not.oce,4not.oce,4not.oce,wildcard,OPL,347.35,10,3.0,2015-02-05 00:00:00+00:00,2015-03-19 00:00:00+00:00,2015,0.0,0.0,0.0,347.35,10.0,3.0,0.3
player::cnj,team::4notoce,Cnj,4not.oce,4not.oce,4not.oce,wildcard,OPL,413.15,12,3.0,2015-02-05 00:00:00+00:00,2015-03-30 00:00:00+00:00,2015,0.0,0.0,0.0,413.15,12.0,3.0,0.25
player::moya,team::4notoce,Moya,4not.oce,4not.oce,4not.oce,wildcard,OPL,413.15,12,3.0,2015-02-05 00:00:00+00:00,2015-03-30 00:00:00+00:00,2015,0.0,0.0,0.0,413.15,12.0,3.0,0.25
player::naya-daniel-oh,team::4notoce,Naya (Daniel Oh),4not.oce,4not.oce,4not.oce,wildcard,OPL,413.15,12,3.0,2015-02-05 00:00:00+00:00,2015-03-30 00:00:00+00:00,2015,0.0,0.0,0.0,413.15,12.0,3.0,0.25
player::zaldo,team::4notoce,Zaldo,4not.oce,4not.oce,4not.oce,wildcard,OPL,413.15,12,3.0,2015-02-05 00:00:00+00:00,2015-03-30 00:00:00+00:00,2015,0.0,0.0,0.0,413.15,12.0,3.0,0.25
player::kulo,team::4notoce,Kulo,4not.oce,4not.oce,4not.oce,wildcard,OPL,65.80000000000001,2,0.0,2015-03-30 00:00:00+00:00,2015-03-30 00:00:00+00:00,2015,0.0,0.0,0.0,65.80000000000001,2.0,0.0,0.0
player::clockday,team::7thheaven,Clockday,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,1127.5666666666666,28,16.0,2015-01-24 00:00:00+00:00,2015-07-18 00:00:00+00:00,2015,0.0,0.0,0.0,1127.5666666666666,28.0,16.0,0.5714285714285714
player::mueki,team::7thheaven,Mueki,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,1127.5666666666666,28,16.0,2015-01-24 00:00:00+00:00,2015-07-18 00:00:00+00:00,2015,0.0,0.0,0.0,1127.5666666666666,28.0,16.0,0.5714285714285714
player::thinton,team::7thheaven,ThintoN,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,4970.266666666666,135,60.0,2015-01-24 00:00:00+00:00,2018-03-31 00:00:00+00:00,2015|2016|2017|2018,0.0,0.0,0.0,4970.266666666666,135.0,60.0,0.4444444444444444
player::yoshiaki3110,team::7thheaven,yoshiaki3110,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,481.2166666666666,11,6.0,2015-01-24 00:00:00+00:00,2015-03-21 00:00:00+00:00,2015,0.0,0.0,0.0,481.2166666666666,11.0,6.0,0.5454545454545454
player::yunn,team::7thheaven,yunn,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,182.78333333333333,4,1.0,2015-01-24 00:00:00+00:00,2015-03-14 00:00:00+00:00,2015,0.0,0.0,0.0,182.78333333333333,4.0,1.0,0.25
player::enty,team::7thheaven,Enty,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,489.5,12,7.0,2015-01-31 00:00:00+00:00,2015-03-21 00:00:00+00:00,2015,0.0,0.0,0.0,489.5,12.0,7.0,0.5833333333333334
player::razer-hiroaki-nagasima,team::7thheaven,Razer (Hiroaki Nagasima),7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,38.15,1,1.0,2015-02-07 00:00:00+00:00,2015-02-07 00:00:00+00:00,2015,0.0,0.0,0.0,38.15,1.0,1.0,1.0
player::alvingo,team::7thheaven,Alvingo,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,573.0666666666666,15,9.0,2015-05-23 00:00:00+00:00,2015-07-18 00:00:00+00:00,2015,0.0,0.0,0.0,573.0666666666666,15.0,9.0,0.6
player::evi,team::7thheaven,Evi,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,2312.6166666666663,65,36.0,2015-05-23 00:00:00+00:00,2016-08-03 00:00:00+00:00,2015|2016,0.0,0.0,0.0,2312.6166666666663,65.0,36.0,0.5538461538461539
player::ssun-oh-yeong-gyo,team::7thheaven,SSuN (Oh Yeong-gyo),7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,573.0666666666666,15,9.0,2015-05-23 00:00:00+00:00,2015-07-18 00:00:00+00:00,2015,0.0,0.0,0.0,573.0666666666666,15.0,9.0,0.6
player::awaker-kentaro-hanaoka,team::7thheaven,Awaker (Kentaro Hanaoka),7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,1208.9,34,17.0,2016-01-17 00:00:00+00:00,2016-07-13 00:00:00+00:00,2016,0.0,0.0,0.0,1208.9,34.0,17.0,0.5
player::shinmori,team::7thheaven,Shinmori,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,1342.8166666666666,37,15.0,2016-01-17 00:00:00+00:00,2017-03-25 00:00:00+00:00,2016|2017,0.0,0.0,0.0,1342.8166666666666,37.0,15.0,0.40540540540540543
player::yutorimoyasi,team::7thheaven,YutoriMoyasi,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,1739.55,50,27.0,2016-01-17 00:00:00+00:00,2016-08-03 00:00:00+00:00,2016,0.0,0.0,0.0,1739.55,50.0,27.0,0.54
player::beni-ryohei-tsuji,team::7thheaven,Beni (Ryohei Tsuji),7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,68.83333333333333,2,0.0,2016-01-22 00:00:00+00:00,2016-01-22 00:00:00+00:00,2016,0.0,0.0,0.0,68.83333333333333,2.0,0.0,0.0
player::estelim,team::7thheaven,Estelim,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,949.4833333333332,26,16.0,2016-01-30 00:00:00+00:00,2017-03-25 00:00:00+00:00,2016|2017,0.0,0.0,0.0,949.4833333333332,26.0,16.0,0.6153846153846154
player::corn-hong-jae-hee,team::7thheaven,Corn (Hong Jae-hee),7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,530.65,16,10.0,2016-05-25 00:00:00+00:00,2016-08-03 00:00:00+00:00,2016,0.0,0.0,0.0,530.65,16.0,10.0,0.625
player::broooock,team::7thheaven,Broooock,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,1199.85,32,12.0,2016-07-08 00:00:00+00:00,2017-08-16 00:00:00+00:00,2016|2017,0.0,0.0,0.0,1199.85,32.0,12.0,0.375
player::rokenia,team::7thheaven,Rokenia,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,3045.833333333333,83,31.0,2016-07-22 00:00:00+00:00,2018-03-31 00:00:00+00:00,2016|2017|2018,0.0,0.0,0.0,3045.833333333333,83.0,31.0,0.37349397590361444
player::naemisa,team::7thheaven,NaeMisa,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,342.35,9,3.0,2017-01-21 00:00:00+00:00,2017-02-17 00:00:00+00:00,2017,0.0,0.0,0.0,342.35,9.0,3.0,0.3333333333333333
player::satory,team::7thheaven,SatoRy,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,1199.6333333333332,33,11.0,2017-01-21 00:00:00+00:00,2018-03-31 00:00:00+00:00,2017|2018,0.0,0.0,0.0,1199.6333333333332,33.0,11.0,0.3333333333333333
player::savage-jang-seung-gyu,team::7thheaven,Savage (Jang Seung-gyu),7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,2765.35,74,27.0,2017-01-27 00:00:00+00:00,2018-03-31 00:00:00+00:00,2017|2018,0.0,0.0,0.0,2765.35,74.0,27.0,0.36486486486486486
player::raizin,team::7thheaven,raizin,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,1174.1,31,12.0,2017-06-16 00:00:00+00:00,2018-03-31 00:00:00+00:00,2017|2018,0.0,0.0,0.0,1174.1,31.0,12.0,0.3870967741935484
player::haretti,team::7thheaven,Haretti,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,856.9666666666667,24,7.0,2018-02-10 00:00:00+00:00,2018-03-31 00:00:00+00:00,2018,0.0,0.0,0.0,856.9666666666667,24.0,7.0,0.2916666666666667
player::hw4ng,team::7thheaven,HW4NG,7th Heaven,7th Heaven,7th Heaven,wildcard,LJL,173.96666666666667,5,1.0,2018-03-09 00:00:00+00:00,2018-03-24 00:00:00+00:00,2018,0.0,0.0,0.0,173.96666666666667,5.0,1.0,0.2
player::jakattack,team::absolute,Jakattack,Absolute,Absolute,Absolute,wildcard,OPL,501.45,14,4.0,2015-05-25 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,501.45,14.0,4.0,0.2857142857142857
player::kulo,team::absolute,Kulo,Absolute,Absolute,Absolute,wildcard,OPL,316.29999999999995,9,2.0,2015-05-25 00:00:00+00:00,2015-06-22 00:00:00+00:00,2015,0.0,0.0,0.0,316.29999999999995,9.0,2.0,0.2222222222222222
player::mallek,team::absolute,Mallek,Absolute,Absolute,Absolute,wildcard,OPL,501.45,14,4.0,2015-05-25 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,501.45,14.0,4.0,0.2857142857142857
player::midbeast,team::absolute,Midbeast,Absolute,Absolute,Absolute,wildcard,OPL,452.6833333333333,13,3.0,2015-05-25 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,452.6833333333333,13.0,3.0,0.23076923076923078
player::straawbella,team::absolute,Straawbella,Absolute,Absolute,Absolute,wildcard,OPL,216.06666666666663,6,2.0,2015-05-25 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,216.06666666666663,6.0,2.0,0.3333333333333333
player::mattress,team::absolute,Mattress,Absolute,Absolute,Absolute,wildcard,OPL,334.15,9,3.0,2015-05-28 00:00:00+00:00,2015-07-06 00:00:00+00:00,2015,0.0,0.0,0.0,334.15,9.0,3.0,0.3333333333333333
player::firstmate,team::absolute,FirstMate,Absolute,Absolute,Absolute,wildcard,OPL,185.15,5,2.0,2015-06-29 00:00:00+00:00,2015-07-09 00:00:00+00:00,2015,0.0,0.0,0.0,185.15,5.0,2.0,0.4
player::looch,team::abyssesports,Looch,Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,1795.55,51,21.0,2016-05-23 00:00:00+00:00,2017-08-19 00:00:00+00:00,2016|2017,0.0,0.0,0.0,1795.55,51.0,21.0,0.4117647058823529
player::pacman,team::abyssesports,Pacman,Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,1601.1333333333332,45,19.0,2016-05-23 00:00:00+00:00,2017-03-11 00:00:00+00:00,2016|2017,0.0,0.0,0.0,1601.1333333333332,45.0,19.0,0.4222222222222222
player::seb-sebastian-de-ceglie,team::abyssesports,Seb (Sebastian de Ceglie),Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,2628.7166666666667,75,27.0,2016-05-23 00:00:00+00:00,2017-08-19 00:00:00+00:00,2016|2017,0.0,0.0,0.0,2628.7166666666667,75.0,27.0,0.36
player::squidgy,team::abyssesports,Squidgy,Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,140.66666666666666,4,2.0,2016-05-23 00:00:00+00:00,2016-05-30 00:00:00+00:00,2016,0.0,0.0,0.0,140.66666666666666,4.0,2.0,0.5
player::tgun,team::abyssesports,tgun,Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,990.05,28,14.0,2016-05-23 00:00:00+00:00,2016-07-27 00:00:00+00:00,2016,0.0,0.0,0.0,990.05,28.0,14.0,0.5
player::raid,team::abyssesports,Raid,Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,2488.05,71,25.0,2016-05-30 00:00:00+00:00,2017-08-19 00:00:00+00:00,2016|2017,0.0,0.0,0.0,2488.05,71.0,25.0,0.352112676056338
player::cuden,team::abyssesports,Cuden,Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,833.1666666666666,24,6.0,2017-01-22 00:00:00+00:00,2017-04-02 00:00:00+00:00,2017,0.0,0.0,0.0,833.1666666666666,24.0,6.0,0.25
player::frae,team::abyssesports,Frae,Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,833.1666666666666,24,6.0,2017-01-22 00:00:00+00:00,2017-04-02 00:00:00+00:00,2017,0.0,0.0,0.0,833.1666666666666,24.0,6.0,0.25
player::pabu,team::abyssesports,Pabu,Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,1027.5833333333333,30,8.0,2017-03-19 00:00:00+00:00,2017-08-19 00:00:00+00:00,2017,0.0,0.0,0.0,1027.5833333333333,30.0,8.0,0.26666666666666666
player::rosey,team::abyssesports,Rosey,Abyss Esports,Abyss Esports,Abyss Esports,wildcard,OPL,805.5,23,7.0,2017-06-10 00:00:00+00:00,2017-08-19 00:00:00+00:00,2017,0.0,0.0,0.0,805.5,23.0,7.0,0.30434782608695654
player::ikssu,team::afreecafreecs,ikssu,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,4890.416666666666,133,61.0,2015-05-20 00:00:00+00:00,2016-09-01 00:00:00+00:00,2015|2016,0.0,0.0,0.0,4890.416666666666,133.0,61.0,0.45864661654135336
player::lira,team::afreecafreecs,LirA,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,5149.716666666666,140,64.0,2015-05-20 00:00:00+00:00,2016-09-01 00:00:00+00:00,2015|2016,0.0,0.0,0.0,5149.716666666666,140.0,64.0,0.45714285714285713
player::mickey-son-young-min,team::afreecafreecs,Mickey (Son Young-min),Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,5466.166666666667,148,65.0,2015-05-20 00:00:00+00:00,2016-09-01 00:00:00+00:00,2015|2016,0.0,0.0,0.0,5466.166666666667,148.0,65.0,0.4391891891891892
player::sangyoon,team::afreecafreecs,Sangyoon,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,5466.166666666667,148,65.0,2015-05-20 00:00:00+00:00,2016-09-01 00:00:00+00:00,2015|2016,0.0,0.0,0.0,5466.166666666667,148.0,65.0,0.4391891891891892
player::snowflower,team::afreecafreecs,SnowFlower,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,5466.166666666667,148,65.0,2015-05-20 00:00:00+00:00,2016-09-01 00:00:00+00:00,2015|2016,0.0,0.0,0.0,5466.166666666667,148.0,65.0,0.4391891891891892
player::cvmax,team::afreecafreecs,cvMax,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,116.45,3,1.0,2015-05-29 00:00:00+00:00,2015-05-29 00:00:00+00:00,2015,0.0,0.0,0.0,116.45,3.0,1.0,0.3333333333333333
player::lindarang,team::afreecafreecs,Lindarang,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,459.3,12,3.0,2016-05-30 00:00:00+00:00,2016-08-29 00:00:00+00:00,2016,0.0,0.0,0.0,459.3,12.0,3.0,0.25
player::seonghwan,team::afreecafreecs,SeongHwan,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,316.45,8,1.0,2016-05-30 00:00:00+00:00,2016-08-29 00:00:00+00:00,2016,0.0,0.0,0.0,316.45,8.0,1.0,0.125
player::kramer,team::afreecafreecs,Kramer,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,6336.099999999999,172,96.0,2017-01-19 00:00:00+00:00,2018-08-18 00:00:00+00:00,2017|2018,303.1666666666667,9.0,4.0,6639.266666666666,181.0,100.0,0.5581395348837209
player::kuro,team::afreecafreecs,Kuro,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,7868.849999999999,214,122.0,2017-01-19 00:00:00+00:00,2018-08-18 00:00:00+00:00,2017|2018,303.1666666666667,9.0,4.0,8172.016666666666,223.0,126.0,0.5700934579439252
player::marin,team::afreecafreecs,MaRin,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,3946.4166666666665,108,57.0,2017-01-19 00:00:00+00:00,2017-08-30 00:00:00+00:00,2017,0.0,0.0,0.0,3946.4166666666665,108.0,57.0,0.5277777777777778
player::spirit,team::afreecafreecs,Spirit,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,6865.366666666667,187,102.0,2017-01-19 00:00:00+00:00,2019-02-17 00:00:00+00:00,2017|2018|2019,246.96666666666667,7.0,3.0,7112.333333333333,194.0,105.0,0.5454545454545454
player::tusin,team::afreecafreecs,TusiN,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,7868.849999999999,214,122.0,2017-01-19 00:00:00+00:00,2018-08-18 00:00:00+00:00,2017|2018,303.1666666666667,9.0,4.0,8172.016666666666,223.0,126.0,0.5700934579439252
player::mowgli,team::afreecafreecs,Mowgli,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,1481.05,41,24.0,2017-02-02 00:00:00+00:00,2018-08-05 00:00:00+00:00,2017|2018,56.2,2.0,1.0,1537.25,43.0,25.0,0.5853658536585366
player::kiin,team::afreecafreecs,Kiin,Afreeca Freecs,Afreeca Freecs,Afreeca Freecs,major,LCK,7202.983333333334,202,107.0,2018-01-16 00:00:00+00:00,2019-09-03 00:00:00+00:00,2018|2019,303.1666666666667,9.0,4.0,7506.15,211.0,111.0,0.5297029702970297
